account_id,amount,currency,transaction_type,status,description,transaction_date,transaction_ref
2,390.58,USD,debit,completed,Routine debit — baseline day 61,2025-12-05 17:31:00,TRN-447AD0DFA84A449F
2,110.1,USD,debit,completed,Small routine debit,2025-12-05 18:05:00,TRN-109959C677854844
3,39.84,USD,debit,completed,Small routine debit,2025-12-05 19:45:00,TRN-CD5A26C8C6974E42
3,63.43,USD,debit,completed,Routine debit — baseline day 62,2025-12-06 11:02:00,TRN-6DB62DCC5E214163
2,346.86,USD,debit,completed,Routine debit — baseline day 62,2025-12-06 13:02:00,TRN-A8B76A90D5DA4028
2,88.31,USD,debit,completed,Small routine debit,2025-12-06 18:40:00,TRN-A43040B126AE43A6
3,27.45,USD,debit,completed,Small routine debit,2025-12-06 19:28:00,TRN-8BBAADB151CD441B
3,107.41,USD,debit,completed,Routine debit — baseline day 63,2025-12-07 11:23:00,TRN-48F1FA3F584E4544
2,415.96,USD,debit,completed,Routine debit — baseline day 63,2025-12-07 11:47:00,TRN-86285F2813054D19
3,30.2,USD,debit,completed,Small routine debit,2025-12-07 19:24:00,TRN-7E3829EDA6BC445E
2,126.88,USD,debit,completed,Small routine debit,2025-12-07 20:27:00,TRN-6CEF7310210D4060
2,332.18,USD,debit,completed,Routine debit — baseline day 64,2025-12-08 10:04:00,TRN-A96F769446904E63
3,95.88,USD,debit,completed,Routine debit — baseline day 64,2025-12-08 14:43:00,TRN-77C2FEFB02BD4B6D
3,35.15,USD,debit,completed,Small routine debit,2025-12-08 20:41:00,TRN-1F46F61494FF46EB
2,171.16,USD,debit,completed,Small routine debit,2025-12-08 20:57:00,TRN-B5EE27E0BF6A4B8E
2,249.81,USD,debit,completed,Routine debit — baseline day 65,2025-12-09 09:53:00,TRN-C15B3BA6B8B34D92
3,88.46,USD,debit,completed,Routine debit — baseline day 65,2025-12-09 14:06:00,TRN-E9A76ADC2C2E4D20
3,34.28,USD,debit,completed,Small routine debit,2025-12-09 19:18:00,TRN-7E75D15B6EEE453C
2,120.49,USD,debit,completed,Small routine debit,2025-12-09 20:09:00,TRN-B10F53AD587F4A58
2,3124.99,USD,credit,completed,Inbound ACH — payroll,2025-12-10 09:00:00,TRN-A6402730EC9A4C61
3,3423.93,USD,credit,completed,Inbound ACH — payroll,2025-12-10 09:00:00,TRN-A747D41D19704643
2,305.96,USD,debit,completed,Routine debit — baseline day 66,2025-12-10 09:19:00,TRN-1EE8A0AA07134A17
3,80.2,USD,debit,completed,Routine debit — baseline day 66,2025-12-10 11:21:00,TRN-4A06BBC1E23D4E4C
2,120.09,USD,debit,completed,Small routine debit,2025-12-10 18:57:00,TRN-C8FA8CC457FA4B83
3,23.79,USD,debit,completed,Small routine debit,2025-12-10 20:09:00,TRN-D62DC0F893AC476D
2,291.56,USD,debit,completed,Routine debit — baseline day 67,2025-12-11 12:42:00,TRN-BEB9E241B620496E
3,146.67,USD,debit,completed,Routine debit — baseline day 67,2025-12-11 13:41:00,TRN-CFF10B83C4FB4C3F
3,37.37,USD,debit,completed,Small routine debit,2025-12-11 19:08:00,TRN-4C19DD64F8B9499D
2,97.05,USD,debit,completed,Small routine debit,2025-12-11 20:56:00,TRN-DCC3B29C29D34E31
3,114.5,USD,debit,completed,Routine debit — baseline day 68,2025-12-12 10:19:00,TRN-68DA1C242F644060
2,394.94,USD,debit,completed,Routine debit — baseline day 68,2025-12-12 11:59:00,TRN-CF12E4E553554B70
2,169.83,USD,debit,completed,Small routine debit,2025-12-12 18:51:00,TRN-55FB356A6DCF4823
3,34.3,USD,debit,completed,Small routine debit,2025-12-12 20:50:00,TRN-5A0089ABACE64BEF
3,87.85,USD,debit,completed,Routine debit — baseline day 69,2025-12-13 11:42:00,TRN-ED5345127E074908
2,382.15,USD,debit,completed,Routine debit — baseline day 69,2025-12-13 15:01:00,TRN-D20CE57620FF4075
2,103.78,USD,debit,completed,Small routine debit,2025-12-13 19:50:00,TRN-0FCE51E4BFE84A5A
3,37.46,USD,debit,completed,Small routine debit,2025-12-13 20:43:00,TRN-7D44DC7775584596
3,146.24,USD,debit,completed,Routine debit — baseline day 70,2025-12-14 10:41:00,TRN-1C8366AC99EA4013
2,406.16,USD,debit,completed,Routine debit — baseline day 70,2025-12-14 12:17:00,TRN-6708EA76AB9B48F8
2,102.01,USD,debit,completed,Small routine debit,2025-12-14 20:06:00,TRN-AC2ABD086DA84DDB
3,36.75,USD,debit,completed,Small routine debit,2025-12-14 20:23:00,TRN-262E53C717B244B7
2,296.51,USD,debit,completed,Routine debit — baseline day 71,2025-12-15 09:54:00,TRN-2ED73A6928A94A59
3,56.82,USD,debit,completed,Routine debit — baseline day 71,2025-12-15 13:11:00,TRN-544F7902B1364C57
2,129.42,USD,debit,completed,Small routine debit,2025-12-15 18:52:00,TRN-C245BC5494C548F5
3,42.93,USD,debit,completed,Small routine debit,2025-12-15 19:49:00,TRN-5808968962F2451A
3,103.63,USD,debit,completed,Routine debit — baseline day 72,2025-12-16 12:08:00,TRN-8920BA5862D949B5
2,403.69,USD,debit,completed,Routine debit — baseline day 72,2025-12-16 14:19:00,TRN-AD64B69CF72A4EBA
2,160.21,USD,debit,completed,Small routine debit,2025-12-16 18:14:00,TRN-EE847BCB30D94E22
3,25.41,USD,debit,completed,Small routine debit,2025-12-16 19:54:00,TRN-2E47A132AC1F4984
2,3244.78,USD,credit,completed,Inbound ACH — payroll,2025-12-17 09:00:00,TRN-8C851E0A84614BDB
3,3062.12,USD,credit,completed,Inbound ACH — payroll,2025-12-17 09:00:00,TRN-7D21C2641EA4416E
2,224.73,USD,debit,completed,Routine debit — baseline day 73,2025-12-17 12:25:00,TRN-C903A9FA83D84CAD
3,133.81,USD,debit,completed,Routine debit — baseline day 73,2025-12-17 17:49:00,TRN-6299326DE099421B
2,116.89,USD,debit,completed,Small routine debit,2025-12-17 18:49:00,TRN-011560188755459E
3,33.87,USD,debit,completed,Small routine debit,2025-12-17 20:56:00,TRN-88ACA77988FB456C
3,107.65,USD,debit,completed,Routine debit — baseline day 74,2025-12-18 14:56:00,TRN-5BA7E74D99644D34
2,275.82,USD,debit,completed,Routine debit — baseline day 74,2025-12-18 17:25:00,TRN-4917A2713E72495D
3,38.86,USD,debit,completed,Small routine debit,2025-12-18 18:38:00,TRN-B55758FD35D24761
2,147.8,USD,debit,completed,Small routine debit,2025-12-18 20:21:00,TRN-707647765A064363
2,407.85,USD,debit,completed,Routine debit — baseline day 75,2025-12-19 10:56:00,TRN-E36738B57B2C4B32
3,92.67,USD,debit,completed,Routine debit — baseline day 75,2025-12-19 11:11:00,TRN-52150614A957463A
2,173.4,USD,debit,completed,Small routine debit,2025-12-19 18:37:00,TRN-4FC6E22045A44EFF
3,40.29,USD,debit,completed,Small routine debit,2025-12-19 20:51:00,TRN-9DBC21BB068F4C44
2,412.51,USD,debit,completed,Routine debit — baseline day 76,2025-12-20 13:02:00,TRN-2F149436E8D64E54
3,145.27,USD,debit,completed,Routine debit — baseline day 76,2025-12-20 16:02:00,TRN-5094E84883B54E70
2,97.54,USD,debit,completed,Small routine debit,2025-12-20 19:22:00,TRN-2C571BF631B44E96
3,31.04,USD,debit,completed,Small routine debit,2025-12-20 20:46:00,TRN-9C605035829B408C
2,365.71,USD,debit,completed,Routine debit — baseline day 77,2025-12-21 14:27:00,TRN-B055FAAC42254B1B
3,78.75,USD,debit,completed,Routine debit — baseline day 77,2025-12-21 16:39:00,TRN-5B93F58EDB9243D5
2,141.35,USD,debit,completed,Small routine debit,2025-12-21 20:07:00,TRN-B1C4E4A201BF4538
3,28.27,USD,debit,completed,Small routine debit,2025-12-21 20:50:00,TRN-54AC85DAF85C4928
2,297.04,USD,debit,completed,Routine debit — baseline day 78,2025-12-22 12:16:00,TRN-C5FFDD0F0ED94F8A
3,99.89,USD,debit,completed,Routine debit — baseline day 78,2025-12-22 17:15:00,TRN-A6DC26644E1D4842
2,91.91,USD,debit,completed,Small routine debit,2025-12-22 19:00:00,TRN-9A000A713B514CA5
3,28.81,USD,debit,completed,Small routine debit,2025-12-22 19:57:00,TRN-64270C6A449B4FCB
3,138.51,USD,debit,completed,Routine debit — baseline day 79,2025-12-23 14:43:00,TRN-73BAE23F37124484
2,323.98,USD,debit,completed,Routine debit — baseline day 79,2025-12-23 17:43:00,TRN-92AE4BC81D80452B
3,42.84,USD,debit,completed,Small routine debit,2025-12-23 19:29:00,TRN-A72E69A257D1443D
2,151.31,USD,debit,completed,Small routine debit,2025-12-23 20:47:00,TRN-DDBA63ED616A4998
2,3253.36,USD,credit,completed,Inbound ACH — payroll,2025-12-24 09:00:00,TRN-8C29B43A3410447E
3,3474.65,USD,credit,completed,Inbound ACH — payroll,2025-12-24 09:00:00,TRN-296CAFCF42EB43B8
2,354.13,USD,debit,completed,Routine debit — baseline day 80,2025-12-24 14:27:00,TRN-CF024A4D8D444871
3,131.94,USD,debit,completed,Routine debit — baseline day 80,2025-12-24 15:32:00,TRN-12B0FC98A6294AC7
3,33.6,USD,debit,completed,Small routine debit,2025-12-24 18:52:00,TRN-5BDFC00D0632400E
2,94.16,USD,debit,completed,Small routine debit,2025-12-24 20:58:00,TRN-6EB1343DBDBB4621
3,74.97,USD,debit,completed,Routine debit — baseline day 81,2025-12-25 11:55:00,TRN-98A0A1BE4700455E
2,286.04,USD,debit,completed,Routine debit — baseline day 81,2025-12-25 14:42:00,TRN-3892BB573B0C4A9D
3,27.5,USD,debit,completed,Small routine debit,2025-12-25 20:30:00,TRN-0D284BCDCE7246B2
2,162.63,USD,debit,completed,Small routine debit,2025-12-25 20:57:00,TRN-2A58A70366944E48
2,280.06,USD,debit,completed,Routine debit — baseline day 82,2025-12-26 13:42:00,TRN-CFC2FD54A40E4D36
3,142.41,USD,debit,completed,Routine debit — baseline day 82,2025-12-26 17:59:00,TRN-1CF7F2886BB84F10
2,123.94,USD,debit,completed,Small routine debit,2025-12-26 19:44:00,TRN-FB808A35E6274CE1
3,24.26,USD,debit,completed,Small routine debit,2025-12-26 20:54:00,TRN-05645FFF279C43B1
3,67.47,USD,debit,completed,Routine debit — baseline day 83,2025-12-27 10:48:00,TRN-3A2C0E2F4D50468E
2,279.13,USD,debit,completed,Routine debit — baseline day 83,2025-12-27 11:12:00,TRN-4DC4EB6C55D44175
2,125.0,USD,debit,completed,Small routine debit,2025-12-27 19:43:00,TRN-B5294830E016420B
3,25.53,USD,debit,completed,Small routine debit,2025-12-27 19:57:00,TRN-6A2CB5AB42D3485D
2,369.63,USD,debit,completed,Routine debit — baseline day 84,2025-12-28 11:39:00,TRN-0A7FB0D7EBE946CF
3,106.34,USD,debit,completed,Routine debit — baseline day 84,2025-12-28 15:05:00,TRN-DE78806D567D41A8
3,42.82,USD,debit,completed,Small routine debit,2025-12-28 18:52:00,TRN-BFC9C82B84E149AD
2,138.08,USD,debit,completed,Small routine debit,2025-12-28 19:35:00,TRN-ECA08220EA3F4538
2,386.75,USD,debit,completed,Routine debit — baseline day 85,2025-12-29 13:18:00,TRN-A35FB421008D44D5
3,100.11,USD,debit,completed,Routine debit — baseline day 85,2025-12-29 14:59:00,TRN-A310DDAD9EE4413D
3,22.59,USD,debit,completed,Small routine debit,2025-12-29 18:25:00,TRN-CE11ABA0847F4C66
2,106.5,USD,debit,completed,Small routine debit,2025-12-29 20:38:00,TRN-C8E9B3C508E84DB8
3,105.2,USD,debit,completed,Routine debit — baseline day 86,2025-12-30 12:24:00,TRN-A9FC134F9C424F78
2,350.94,USD,debit,completed,Routine debit — baseline day 86,2025-12-30 16:28:00,TRN-22BC9EBCC3414A93
2,126.91,USD,debit,completed,Small routine debit,2025-12-30 18:32:00,TRN-021BB3BDFB184862
3,43.88,USD,debit,completed,Small routine debit,2025-12-30 19:14:00,TRN-1D8AC4407BAB4B4C
2,3227.06,USD,credit,completed,Inbound ACH — payroll,2025-12-31 09:00:00,TRN-59F7634A14654F6C
3,3310.5,USD,credit,completed,Inbound ACH — payroll,2025-12-31 09:00:00,TRN-0EC9CFCEE6E04586
3,57.82,USD,debit,completed,Routine debit — baseline day 87,2025-12-31 10:53:00,TRN-5526FF1A059D4FA9
2,314.64,USD,debit,completed,Routine debit — baseline day 87,2025-12-31 11:42:00,TRN-ED57CA8B36544674
3,37.72,USD,debit,completed,Small routine debit,2025-12-31 19:50:00,TRN-AC6C25CFAC134191
2,95.46,USD,debit,completed,Small routine debit,2025-12-31 20:42:00,TRN-F65649119BF64F79
3,69.6,USD,debit,completed,Routine debit — baseline day 88,2026-01-01 09:18:00,TRN-48390DC143DB4C05
2,346.59,USD,debit,completed,Routine debit — baseline day 88,2026-01-01 14:05:00,TRN-37EC1CF4737242F4
2,160.02,USD,debit,completed,Small routine debit,2026-01-01 18:43:00,TRN-F5BA20E559AD4280
3,42.18,USD,debit,completed,Small routine debit,2026-01-01 19:44:00,TRN-7FE1FF709C594EAE
2,282.08,USD,debit,completed,Routine debit — baseline day 89,2026-01-02 12:09:00,TRN-6F0157C235544FCD
3,138.11,USD,debit,completed,Routine debit — baseline day 89,2026-01-02 16:28:00,TRN-1ED8207B57CF4963
3,35.54,USD,debit,completed,Small routine debit,2026-01-02 18:01:00,TRN-B7714DD42A8347FA
2,90.15,USD,debit,completed,Small routine debit,2026-01-02 18:30:00,TRN-63D2B2FECD864017
2,342.25,USD,debit,completed,Routine debit — baseline day 90,2026-01-03 10:29:00,TRN-7BA21AD306EF4657
3,80.59,USD,debit,completed,Routine debit — baseline day 90,2026-01-03 11:35:00,TRN-325419498CDE416F
3,42.68,USD,debit,completed,Small routine debit,2026-01-03 20:33:00,TRN-86301A622E094C33
2,124.47,USD,debit,completed,Small routine debit,2026-01-03 20:36:00,TRN-EC546AA624704453
2,258.89,USD,debit,completed,Routine debit slot 1,2026-01-04 10:44:00,TRN-7CE951BD06414E80
3,97.33,USD,debit,completed,Routine debit slot 1,2026-01-04 10:49:00,TRN-6020645DFE6C4D40
3,83.81,USD,debit,completed,Routine debit slot 2,2026-01-04 13:19:00,TRN-FC739702D8714989
2,296.8,USD,debit,completed,Routine debit slot 2,2026-01-04 13:25:00,TRN-7A0984D1E96E44CB
3,67.18,USD,debit,completed,Routine debit slot 3,2026-01-04 16:15:00,TRN-93DA9D30C59F46B6
2,268.8,USD,debit,completed,Routine debit slot 3,2026-01-04 16:41:00,TRN-396F2649B7124F48
3,96.98,USD,debit,completed,Routine debit slot 1,2026-01-05 10:50:00,TRN-FF06890BC81A41BB
2,357.52,USD,debit,completed,Routine debit slot 1,2026-01-05 10:57:00,TRN-9BE63D38D1C54106
3,117.28,USD,debit,completed,Routine debit slot 2,2026-01-05 13:04:00,TRN-8A3E8ABF111B47B2
2,370.19,USD,debit,completed,Routine debit slot 2,2026-01-05 13:49:00,TRN-02384EADB20E43CB
2,397.09,USD,debit,completed,Routine debit slot 3,2026-01-05 16:49:00,TRN-FEF6D9BA81D84903
3,66.09,USD,debit,completed,Routine debit slot 3,2026-01-05 16:57:00,TRN-BAC0B5D79EA24FEB
2,305.03,USD,debit,completed,Routine debit slot 1,2026-01-06 10:11:00,TRN-192F2BD59122400F
3,104.98,USD,debit,completed,Routine debit slot 1,2026-01-06 10:34:00,TRN-A6443871B9684CBA
3,56.64,USD,debit,completed,Routine debit slot 2,2026-01-06 13:32:00,TRN-166D3EDE71144E2B
2,380.82,USD,debit,completed,Routine debit slot 2,2026-01-06 13:44:00,TRN-EE67716DF6034960
2,323.59,USD,debit,completed,Routine debit slot 3,2026-01-06 16:03:00,TRN-708F6318DED04164
3,112.5,USD,debit,completed,Routine debit slot 3,2026-01-06 16:45:00,TRN-135442756BBC41F3
2,119.93,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-07 03:00:00,TRN-8D1AE1CEE7554955
2,3029.6,USD,credit,completed,Inbound ACH — payroll,2026-01-07 09:00:00,TRN-232BAB0741CF4508
3,3249.07,USD,credit,completed,Inbound ACH — payroll,2026-01-07 09:00:00,TRN-84685BE209BD4F3B
3,69.36,USD,debit,completed,Routine debit slot 1,2026-01-07 10:27:00,TRN-1CDA8382ED644198
2,331.48,USD,debit,completed,Routine debit slot 1,2026-01-07 10:58:00,TRN-99121ECACD534B22
3,55.16,USD,debit,completed,Routine debit slot 2,2026-01-07 13:22:00,TRN-A7741F83DB6F46C3
2,389.67,USD,debit,completed,Routine debit slot 2,2026-01-07 13:29:00,TRN-731F98679DE14D8A
3,79.06,USD,debit,completed,Routine debit slot 3,2026-01-07 16:26:00,TRN-1C9BEAA57C8F4654
2,246.67,USD,debit,completed,Routine debit slot 3,2026-01-07 16:29:00,TRN-A940F1431D324F28
2,15049.26,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-07 17:29:00,TRN-59990A77D6C94997
2,353.52,USD,debit,completed,Routine debit slot 1,2026-01-08 10:35:00,TRN-BE4788CA7E2E499F
3,73.73,USD,debit,completed,Routine debit slot 1,2026-01-08 10:42:00,TRN-FADB46612F6748FD
3,63.56,USD,debit,completed,Routine debit slot 2,2026-01-08 13:23:00,TRN-1CC5EFB5C9624550
2,339.09,USD,debit,completed,Routine debit slot 2,2026-01-08 13:48:00,TRN-B957C4E08AFA44CC
3,61.77,USD,debit,completed,Routine debit slot 3,2026-01-08 16:33:00,TRN-C00FA05AF9354B4A
2,398.29,USD,debit,completed,Routine debit slot 3,2026-01-08 16:39:00,TRN-6C7E59F6942E4D62
2,14571.86,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-08 18:21:00,TRN-23B53276D62A434F
3,42.28,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-09 04:52:00,TRN-203E0E763F514F91
3,109.41,USD,debit,completed,Routine debit slot 1,2026-01-09 10:50:00,TRN-75FE341836B542BA
2,383.0,USD,debit,completed,Routine debit slot 1,2026-01-09 10:57:00,TRN-D677FB758143478E
3,153.83,USD,debit,completed,Routine debit slot 2,2026-01-09 13:35:00,TRN-98C49B5D619C4914
2,320.96,USD,debit,completed,Routine debit slot 2,2026-01-09 13:53:00,TRN-E1841F9701DD43F6
2,401.37,USD,debit,completed,Routine debit slot 3,2026-01-09 16:28:00,TRN-AEE19B6D54C94951
3,57.03,USD,debit,completed,Routine debit slot 3,2026-01-09 16:55:00,TRN-A4FAB9B00CFF4F36
3,102.01,USD,debit,completed,Routine debit slot 1,2026-01-10 10:40:00,TRN-33C25C90049E4A72
2,399.44,USD,debit,completed,Routine debit slot 1,2026-01-10 10:47:00,TRN-97DBFA513EBD4A25
3,93.69,USD,debit,completed,Routine debit slot 2,2026-01-10 13:23:00,TRN-E0CE4E5FF79B4AB7
2,392.3,USD,debit,completed,Routine debit slot 2,2026-01-10 13:28:00,TRN-095D0B5FCAFC40F4
3,80.37,USD,debit,completed,Routine debit slot 3,2026-01-10 16:01:00,TRN-53753B705A15463E
2,271.84,USD,debit,completed,Routine debit slot 3,2026-01-10 16:15:00,TRN-058DEA0EF15F4F0D
3,5087.78,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-10 17:34:00,TRN-85711C24ED5C46E0
3,90.71,USD,debit,completed,Routine debit slot 1,2026-01-11 10:04:00,TRN-3ED659CC31464C85
2,387.97,USD,debit,completed,Routine debit slot 1,2026-01-11 10:17:00,TRN-E153C3E36BDA4025
2,373.16,USD,debit,completed,Routine debit slot 2,2026-01-11 13:33:00,TRN-F81345B8892C40CF
3,89.48,USD,debit,completed,Routine debit slot 2,2026-01-11 13:46:00,TRN-33CE76FC4C944995
3,120.71,USD,debit,completed,Routine debit slot 3,2026-01-11 16:06:00,TRN-2034FA003C9E45AE
2,316.92,USD,debit,completed,Routine debit slot 3,2026-01-11 16:15:00,TRN-BB19CAC2F0BD4DF9
2,274.92,USD,debit,completed,Routine debit slot 1,2026-01-12 10:04:00,TRN-068F930AAD524D62
3,132.15,USD,debit,completed,Routine debit slot 1,2026-01-12 10:47:00,TRN-1EAE6B4463FE4F18
3,130.67,USD,debit,completed,Routine debit slot 2,2026-01-12 13:08:00,TRN-E200EC1F8CCD4438
2,362.71,USD,debit,completed,Routine debit slot 2,2026-01-12 13:15:00,TRN-D347537FAEB94AFD
2,274.34,USD,debit,completed,Routine debit slot 3,2026-01-12 16:20:00,TRN-5788CD69B4B84146
3,59.43,USD,debit,completed,Routine debit slot 3,2026-01-12 16:34:00,TRN-F813AF203C6C4A7F
3,4863.76,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-12 19:18:00,TRN-56C2439216DA4E2B
2,398.61,USD,debit,completed,Routine debit slot 1,2026-01-13 10:05:00,TRN-C5EA62B86A8D4AFE
3,88.85,USD,debit,completed,Routine debit slot 1,2026-01-13 10:41:00,TRN-F29A69922FF7422B
2,247.67,USD,debit,completed,Routine debit slot 2,2026-01-13 13:14:00,TRN-9E870FE913924008
3,72.51,USD,debit,completed,Routine debit slot 2,2026-01-13 13:49:00,TRN-542A38F0ADD444A6
2,296.61,USD,debit,completed,Routine debit slot 3,2026-01-13 16:09:00,TRN-03360FC12E114DA4
3,123.47,USD,debit,completed,Routine debit slot 3,2026-01-13 16:44:00,TRN-D654A8D0AB7D4858
3,5037.01,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-13 18:45:00,TRN-E2E767D1C8794BBC
2,184.4,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-14 04:25:00,TRN-0082ABB072D7432C
2,3460.22,USD,credit,completed,Inbound ACH — payroll,2026-01-14 09:00:00,TRN-30E2F9943F964A44
3,2894.8,USD,credit,completed,Inbound ACH — payroll,2026-01-14 09:00:00,TRN-72F8F5EA4159483E
2,361.28,USD,debit,completed,Routine debit slot 1,2026-01-14 10:04:00,TRN-76ADFB7D747B4560
3,102.85,USD,debit,completed,Routine debit slot 1,2026-01-14 10:11:00,TRN-CE5BA286B9C2454B
3,136.15,USD,debit,completed,Routine debit slot 2,2026-01-14 13:04:00,TRN-97D8B67B73584BB1
2,302.97,USD,debit,completed,Routine debit slot 2,2026-01-14 13:21:00,TRN-ABD57436BF1844F3
2,328.52,USD,debit,completed,Routine debit slot 3,2026-01-14 16:26:00,TRN-BED8F258BE774042
3,126.6,USD,debit,completed,Routine debit slot 3,2026-01-14 16:29:00,TRN-0B02A3ECB6584CF1
2,119.91,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-15 03:20:00,TRN-7F5525CC09994624
3,58.7,USD,debit,completed,Routine debit slot 1,2026-01-15 10:12:00,TRN-725C001E4071467B
2,232.45,USD,debit,completed,Routine debit slot 1,2026-01-15 10:53:00,TRN-ADAC3530F37F46CB
3,59.38,USD,debit,completed,Routine debit slot 2,2026-01-15 13:12:00,TRN-BFDA39C2461F4133
2,304.03,USD,debit,completed,Routine debit slot 2,2026-01-15 13:57:00,TRN-4422684693E1499E
3,143.58,USD,debit,completed,Routine debit slot 3,2026-01-15 16:20:00,TRN-FCF2D85A85724424
2,373.96,USD,debit,completed,Routine debit slot 3,2026-01-15 16:44:00,TRN-C4FB15173F774C29
2,12721.58,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-15 19:50:00,TRN-EAA83348E79A41C9
3,4301.37,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-15 19:50:00,TRN-25C02D193F854C2C
2,189.3,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-16 04:43:00,TRN-57D1F9C7EF134AFE
3,148.34,USD,debit,completed,Routine debit slot 1,2026-01-16 10:32:00,TRN-F7771353B0394306
2,223.91,USD,debit,completed,Routine debit slot 1,2026-01-16 10:56:00,TRN-F382AABACDBF494E
2,373.12,USD,debit,completed,Routine debit slot 2,2026-01-16 13:24:00,TRN-7B8E0F162E584E33
3,94.82,USD,debit,completed,Routine debit slot 2,2026-01-16 13:52:00,TRN-7012AE059F4A4109
3,109.3,USD,debit,completed,Routine debit slot 3,2026-01-16 16:16:00,TRN-4CA2BFE7B0C6470D
2,315.4,USD,debit,completed,Routine debit slot 3,2026-01-16 16:22:00,TRN-2FD251954E5E48E5
2,15250.88,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-16 18:14:00,TRN-15198D4C2DE44C1B
2,279.72,USD,debit,completed,Routine debit slot 1,2026-01-17 10:24:00,TRN-78B11822ECC64C8B
3,58.66,USD,debit,completed,Routine debit slot 1,2026-01-17 10:41:00,TRN-5D0A9D6BA30049ED
3,74.11,USD,debit,completed,Routine debit slot 2,2026-01-17 13:22:00,TRN-7044B2B1F0D64ACA
2,390.69,USD,debit,completed,Routine debit slot 2,2026-01-17 13:53:00,TRN-4539617939AA4C79
3,141.21,USD,debit,completed,Routine debit slot 3,2026-01-17 16:03:00,TRN-93825A68E955472F
2,303.8,USD,debit,completed,Routine debit slot 3,2026-01-17 16:47:00,TRN-506053E3F4AF463B
3,141.58,USD,debit,completed,Routine debit slot 1,2026-01-18 10:21:00,TRN-1F578A5A93ED47D6
2,366.93,USD,debit,completed,Routine debit slot 1,2026-01-18 10:51:00,TRN-1DDDCCADFEC84D9E
2,340.65,USD,debit,completed,Routine debit slot 2,2026-01-18 13:14:00,TRN-CD95894A060946A2
3,82.32,USD,debit,completed,Routine debit slot 2,2026-01-18 13:51:00,TRN-B1E525C5C0F345EB
2,317.65,USD,debit,completed,Routine debit slot 3,2026-01-18 16:17:00,TRN-8B0836B740354883
3,91.8,USD,debit,completed,Routine debit slot 3,2026-01-18 16:56:00,TRN-12F4A7ACE8464818
3,49.74,USD,debit,completed,Unusual hour debit — night pattern demo,2026-01-19 03:08:00,TRN-82C5A03586094CCE
2,307.17,USD,debit,completed,Routine debit slot 1,2026-01-19 10:01:00,TRN-2CB7E434210E4FEF
3,95.0,USD,debit,completed,Routine debit slot 1,2026-01-19 10:28:00,TRN-4C967D07A12D456A
3,144.46,USD,debit,completed,Routine debit slot 2,2026-01-19 13:24:00,TRN-85C4A1D6557445F4
2,297.77,USD,debit,completed,Routine debit slot 2,2026-01-19 13:42:00,TRN-F9B048B1114A420E
3,88.9,USD,debit,completed,Routine debit slot 3,2026-01-19 16:11:00,TRN-22C8FCE555094404
2,355.83,USD,debit,completed,Routine debit slot 3,2026-01-19 16:25:00,TRN-50661C095CA34A39
3,104.62,USD,debit,completed,Routine debit slot 1,2026-01-20 10:31:00,TRN-0F96DA63A064477F
2,364.84,USD,debit,completed,Routine debit slot 1,2026-01-20 10:53:00,TRN-E415328486D74C8A
2,313.48,USD,debit,completed,Routine debit slot 2,2026-01-20 13:08:00,TRN-7FE54905963A4560
3,91.73,USD,debit,completed,Routine debit slot 2,2026-01-20 13:51:00,TRN-EAE31413FD3D455A
2,416.14,USD,debit,completed,Routine debit slot 3,2026-01-20 16:34:00,TRN-C28BC0D5D43B410E
3,106.93,USD,debit,completed,Routine debit slot 3,2026-01-20 16:51:00,TRN-17E7D8EB07EE4F40
2,3233.68,USD,credit,completed,Inbound ACH — payroll,2026-01-21 09:00:00,TRN-3B81A0C82CDA4A2B
3,2925.99,USD,credit,completed,Inbound ACH — payroll,2026-01-21 09:00:00,TRN-47561D85208746D8
2,225.39,USD,debit,completed,Routine debit slot 1,2026-01-21 10:25:00,TRN-AE8ED7482BFB4EF9
3,63.26,USD,debit,completed,Routine debit slot 1,2026-01-21 10:27:00,TRN-72BE8CE6C2394DA5
3,62.89,USD,debit,completed,Routine debit slot 2,2026-01-21 13:38:00,TRN-3B61241C0EAC482A
2,338.38,USD,debit,completed,Routine debit slot 2,2026-01-21 13:42:00,TRN-166A9B7531FA4BA6
3,154.51,USD,debit,completed,Routine debit slot 3,2026-01-21 16:11:00,TRN-3A79523294A34F60
2,225.42,USD,debit,completed,Routine debit slot 3,2026-01-21 16:41:00,TRN-72AD1A1C58004EF8
3,4730.69,USD,debit,completed,Fraud signal — anomalous high-value debit,2026-01-21 18:12:00,TRN-A82B0C28BFF9412B
